iata_code,city,country,latitude,longitude,altitude,timezone,dst,aggregate_code
DGE,Mudgee,Australia,-32.5625,149.611,1545.0,10.0,O,0.0
EET,Alabaster,United States,33.1778,-86.7832,586.0,-6.0,A,0.0
ECA,East Tawas,United States,44.311,-83.422,606.0,-5.0,A,0.0
EIA,Popondetta,Papua New Guinea,-8.2,147.85,311.0,10.0,U,0.0
EGV,Eagle River,United States,45.9323,-89.2683,1642.0,-6.0,A,0.0
EKN,Elkins,United States,38.8894,-79.8571,1987.0,-5.0,A,0.0
EIE,Yeniseysk,Russia,58.4742,92.1125,253.0,8.0,N,0.0
EHM,Cape Newenham,United States,58.6464,-162.063,541.0,-9.0,A,0.0
EKI,Elkhart,United States,41.7194,-86.0033,778.0,-5.0,A,0.0
EBG,El Bagre,Colombia,7.59639,-74.8089,180.0,-5.0,U,0.0
ELE,El Real,Panama,8.133,-77.7,57.0,-5.0,U,0.0
EJT,Enejit,Marshall Islands,6.04028,171.984,10.0,12.0,U,0.0
ABF,Abaiang Atoll,Kiribati,1.8,173.04,1.0,-12.0,U,0.0
ERV,Kerrville,United States,29.9767,-99.0855,1617.0,-6.0,A,0.0
ENV,Wendover,United States,40.7187,-114.031,4237.0,-7.0,A,0.0
ELL,Lephalale,South Africa,-23.6667,27.75,2700.0,1.0,U,0.0
EQY,Charlotte,United States,35.0183,-80.62,679.0,-5.0,A,0.0
6A2,Griffin,United States,33.227,-84.2749,958.0,-5.0,A,0.0
EHL,El Bolson,Argentina,-41.9432,-71.5323,1131.0,-3.0,N,0.0
ERM,Erechim,Brazil,-27.6619,-52.2683,2498.0,-3.0,S,0.0
ELA,Naypyidaw,Burma,19.6235,96.201,302.0,6.0,U,0.0
EGR,El Gorah,Egypt,31.069,34.1292,324.0,2.0,U,0.0
DXR,Danbury,United States,41.3715,-73.4822,458.0,-5.0,A,0.0
DWS,Orlando,United States,28.398,-81.57,340.0,-5.0,A,0.0
E63,Gila Bend,United States,32.9602,-112.674,789.0,-7.0,U,0.0
E51,Bagdad,United States,34.5959,-113.17,4183.0,-7.0,A,0.0
E55,Gualala,United States,38.8016,-123.531,940.0,-8.0,A,0.0
E91,Chinle,United States,36.1109,-109.575,5547.0,-7.0,N,0.0
EAA,Eagle,United States,64.7781,-141.15,908.0,-9.0,A,0.0
6S0,Big Timber,United States,45.8064,-109.981,4492.0,-7.0,A,0.0
EGA,Eagle,United States,39.6428,-106.916,6548.0,-7.0,U,0.0
EDF,Anchorage,United States,61.251,-149.807,212.0,-9.0,A,0.0
EEN,Keene,United States,72.2708,42.8983,149.0,-5.0,A,0.0
EBO,Bochum,Germany,51.4785,7.22278,45.0,1.0,U,0.0
6K8,Tok,United States,63.3294,-142.954,1639.0,-9.0,A,0.0
AAF,Apalachicola,United States,29.7276,-85.0274,20.0,-6.0,A,0.0
EGT,Wellington,United States,37.3941,-97.4232,1277.0,-4.0,A,0.0
ECG,Elizabeth City,United States,36.2606,-76.1746,12.0,-5.0,A,0.0
EBM,El Borma,Tunisia,31.7043,9.25462,827.0,0.0,E,0.0
EDW,Edwards Afb,United States,34.9054,-117.884,2302.0,-8.0,A,0.0
EDM,La Roche-sur-yon,France,46.7019,-1.37863,299.0,1.0,E,0.0
ELT,El-tor,Egypt,28.209,33.6455,115.0,2.0,U,0.0
EMN,Nema,Mauritania,16.622,-7.31657,758.0,0.0,N,0.0
FAF,Fort Eustis,United States,37.1325,-76.6088,12.0,-5.0,A,0.0
EUA,Eua Island,Tonga,-21.3783,-174.958,325.0,13.0,U,0.0
06C,Schaumburg,United States,41.9893,-88.1012,801.0,-6.0,A,0.0
EXI,Excursion Inlet,United States,58.4206,-135.449,0.0,-9.0,A,0.0
ESX,Essen,Germany,51.4514,7.0138,1000.0,1.0,E,0.0
FAN,Farsund,Norway,58.0995,6.62605,29.0,1.0,E,0.0
ESE,Ensenada,Mexico,31.7953,-116.603,66.0,-8.0,S,0.0
EXM,Exmouth,Australia,-21.933,114.128,50.0,8.0,U,0.0
FAJ,Fajardo,Puerto Rico,18.3089,-65.6619,64.0,-4.0,U,0.0
FAA,Faranah,Guinea,10.0355,-10.7698,1476.0,0.0,N,0.0
FAB,Farnborough,United Kingdom,51.2758,-0.776333,238.0,0.0,E,0.0
FBK,Fort Wainwright,United States,64.8375,-147.614,454.0,-9.0,A,0.0
FFA,Kill Devil Hills,United States,36.02,-75.67,13.0,-4.0,A,0.0
FBG,Fredericksburg,United States,38.2984,-77.4569,130.0,-5.0,A,0.0
FBE,Francisco Beltrao,Brazil,-26.0592,-53.0633,2100.0,-4.0,S,0.0
FBU,Oslo,Norway,59.8833,10.6167,56.0,1.0,E,0.0
FCS,Fort Carson,United States,38.6784,-104.757,5838.0,-7.0,A,0.0
FEL,Fuerstenfeldbruck,Germany,48.2057,11.267,1703.0,1.0,E,0.0
ESR,El Salvador,Chile,-26.3111,-69.7652,5240.0,-4.0,S,0.0
EWD,Wadi-al-dawasir,Saudi Arabia,20.5043,45.1996,2062.0,3.0,U,0.0
ESK,Eskisehir,Turkey,39.7841,30.5821,2581.0,2.0,E,0.0
ENI,El Nido,Philippines,11.202,119.417,0.0,8.0,N,0.0
ELX,El Chalten,Argentina,-49.3289,-72.93,1279.0,-3.0,N,0.0
ELV,Elfin Cove,United States,58.1953,-136.348,0.0,-9.0,A,0.0
ELY,Ely,United States,39.2997,-114.842,6259.0,-8.0,A,0.0
EMP,Emporia,United States,38.3321,-96.1912,1208.0,-6.0,A,0.0
ENS,Enschede,Netherlands,52.27,6.87417,114.0,1.0,E,0.0
END,Enid,United States,36.3392,-97.9165,1307.0,-6.0,A,0.0
ENK,Enniskillen,United Kingdom,54.3989,-7.65167,155.0,0.0,E,0.0
6S2,Florence,United States,43.9828,-124.111,51.0,-7.0,A,0.0
ENT,Eniwetok Atoll,Marshall Islands,11.3407,162.328,13.0,12.0,U,0.0
ENW,Kenosha,United States,42.5957,-87.9278,742.0,-6.0,A,0.0
EOK,Keokuk,United States,40.4599,-91.4285,671.0,-6.0,A,0.0
EPM,Eastport,United States,44.9101,-67.0127,45.0,-5.0,A,0.0
EPU,Parnu,Estonia,58.419,24.4728,47.0,2.0,E,0.0
ERY,Newberry,United States,46.3112,-85.4573,869.0,-5.0,A,0.0
06N,Middletown,United States,41.4319,-74.3916,523.0,-5.0,A,0.0
F57,Winterhaven,United States,28.0575,-81.7628,140.0,-7.0,A,0.0
ESH,Shoreham By Sea,United Kingdom,50.8356,-0.297222,7.0,0.0,E,0.0
ESF,Alexandria,United States,31.3949,-92.2958,112.0,-6.0,A,0.0
EPS,Samana,Dominican Republic,19.1986,-69.4298,57.0,-4.0,U,0.0
FDU,Bandoundu,Congo - Kinshasa,-3.31132,17.3817,1053.0,1.0,N,0.0
DWA,Davis-Woodland-Winters,United States,38.5794,-121.857,100.0,-7.0,A,0.0
DWB,Soalala,Madagascar,-16.083,45.367,141.0,3.0,U,0.0
93C,Richland Center,United States,43.2834,-90.2983,742.0,-6.0,A,0.0
DBT,Debre Tabor,Ethiopia,11.9667,38.0,7740.0,3.0,U,0.0
DNA,Kadena,Japan,26.3556,127.768,143.0,9.0,U,0.0
DBD,Dhanbad,India,23.834,86.4253,847.0,5.0,N,0.0
CYT,Yakataga,United States,60.0819,-142.494,12.0,-9.0,A,0.0
DCF,Canefield,Dominica,15.3367,-61.3922,13.0,-4.0,U,0.0
8M8,Lewiston,United States,44.8065,-84.2762,1218.0,-5.0,A,0.0
DBM,Debre Marqos,Ethiopia,10.3167,37.7333,7440.0,3.0,U,0.0
DCI,Decimomannu,Italy,39.3542,8.97248,100.0,1.0,E,0.0
CZF,Cape Romanzof,United States,61.7803,-166.039,457.0,-9.0,A,0.0
CYR,Colonia,Uruguay,-34.4564,-57.7706,66.0,-4.0,U,0.0
DJO,Daloa,C\xf4te d\u2019Ivoire,6.79281,-6.47319,823.0,0.0,N,0.0
DEZ,Deire Zor,Syria,35.2854,40.176,700.0,2.0,E,0.0
DHR,De Kooy,Netherlands,52.9234,4.78062,3.0,1.0,E,0.0
DGL,Douglas,United States,31.3426,-109.506,4173.0,-7.0,N,0.0
DHG,Dhigurah,Maldives,3.5939,72.8834,6.0,5.0,U,0.0
DHA,Dhahran,Saudi Arabia,26.2654,50.152,84.0,3.0,U,0.0
DBB,Dabaa City,Egypt,30.15,28.0833,144.0,2.0,N,0.0
DHT,Dalhart,United States,36.0226,-102.547,3991.0,-6.0,A,0.0
CYW,Celaya,Mexico,20.546,-100.887,5709.0,-6.0,S,0.0
CYU,Cuyo,Philippines,10.8581,121.069,0.0,8.0,N,0.0
CXY,Harrisburg,United States,40.2171,-76.8514,347.0,-5.0,A,0.0
AAJ,Cayana,Suriname,3.89861,-55.5778,50.0,-4.0,S,0.0
CVI,Caleta Olivia,Argentina,-46.4333,-67.5333,124.0,-3.0,N,0.0
CXH,Vancouver,Canada,49.2897,-123.116,0.0,-8.0,A,0.0
CVS,Clovis,United States,34.3828,-103.322,4295.0,-7.0,A,0.0
CVJ,Cuernavaca,Mexico,18.8348,-99.2613,4277.0,-6.0,S,0.0
CWI,Clinton,United States,41.8307,-90.329,708.0,-6.0,A,0.0
CVX,Charelvoix,United States,45.3048,-85.2753,669.0,-5.0,A,0.0
CXO,Conroe,United States,30.3518,-95.4145,245.0,-6.0,A,0.0
CXP,Cilacap,Indonesia,-7.64506,109.034,69.0,7.0,N,0.0
CYM,Sitka,United States,57.515,-134.946,0.0,-9.0,A,0.0
CYC,Caye Chapel,Belize,17.6836,-88.045,10.0,-6.0,U,0.0
A39,Phoenix,United States,32.9917,-111.921,1300.0,-7.0,A,0.0
9A5,LaFayette,United States,34.6885,-85.2903,777.0,-4.0,A,0.0
CTT,Le Castellet,France,43.2525,5.78519,1391.0,1.0,E,0.0
CZW,RUDNIKI,Poland,50.8847,19.2022,262.0,1.0,E,0.0
99N,Bamberg,United States,33.3045,-81.1084,231.0,-5.0,A,0.0
DKK,Dunkirk,United States,42.4933,-79.272,693.0,-5.0,A,0.0
DLF,Del Rio,United States,29.3595,-100.778,1082.0,-6.0,A,0.0
7N7,Pedricktown,United States,39.7356,-75.3977,40.0,-5.0,A,0.0
DRM,Drummond Island,United States,46.0093,-83.7439,668.0,-5.0,A,0.0
DRI,Deridder,United States,30.8317,-93.3399,202.0,-6.0,A,0.0
DOE,Djoemoe,Suriname,4.01667,-55.4833,10.0,-3.0,U,0.0
DTD,Datadawai-Borneo Island,Indonesia,0.717,116.483,229.0,8.0,N,0.0
DMT,Diamantino,Brazil,-14.4089,-56.4458,1837.0,-4.0,S,0.0
DOP,Dolpa,Nepal,28.9857,82.8191,8200.0,5.0,N,0.0
70N,Sterling,United States,41.3474,-75.4159,1729.0,-5.0,A,0.0
E25,Wickenburg,United States,33.9689,-112.799,2377.0,-7.0,A,0.0
DUU,Ndutu,Tanzania,-3.02434,34.9845,5400.0,3.0,U,0.0
DUC,Duncan,United States,34.4713,-97.9599,1114.0,-6.0,A,0.0
DTS,Destin,United States,30.4001,-86.4715,23.0,-5.0,A,0.0
DUE,Dundo,Angola,-7.40089,20.8185,2451.0,1.0,N,0.0
DYS,Abilene,United States,32.4208,-99.8546,1789.0,-6.0,A,0.0
DUH,Oudtshoorn,South Africa,-33.607,22.189,1063.0,2.0,U,0.0
DVA,Deva,Romania,45.5153,22.5813,615.0,2.0,U,0.0
DWH,Houston,United States,30.0637,-95.5543,152.0,-6.0,A,0.0
DZM,Dezmir,Romania,46.4643,23.4258,1019.0,2.0,U,0.0
70J,Cairo,United States,30.888,-84.1547,265.0,-5.0,A,0.0
DVD,Andavadoaka,Madagascar,-22.1111,43.2706,27.0,3.0,U,0.0
DTI,Diamantina,Brazil,-18.2319,-43.6503,4446.0,-4.0,S,0.0
DTA,Delta,United States,39.3806,-112.508,4759.0,-6.0,A,0.0
7A4,Apple River,United States,42.4664,-90.1694,990.0,-6.0,A,0.0
DRB,Derby,Australia,-17.39,123.68,26.0,8.0,U,0.0
7D9,Geneva,United States,41.7778,-80.904,820.0,-5.0,A,0.0
DLL,Baraboo,United States,43.5218,-89.7709,979.0,-6.0,A,0.0
DKB,De Kalb,United States,41.9338,-88.7057,914.0,-6.0,U,0.0
DKI,Dunk Island,Australia,-17.9397,146.142,38.0,10.0,U,0.0
DKS,Dikson,Russia,73.5178,80.3797,47.0,8.0,N,0.0
DEM,Dembidollo,Ethiopia,8.554,34.858,5200.0,3.0,U,0.0
DIW,Dickwella,Sri Lanka,5.96667,80.6833,100.0,5.0,U,0.0
DES,Desroches,Seychelles,-5.6967,53.6558,10.0,4.0,U,0.0
DMA,Tucson,United States,32.1665,-110.883,2704.0,-7.0,A,0.0
6Y8,Beaver Island,United States,45.7211,-85.5203,664.0,-5.0,A,0.0
DOV,Dover,United States,39.1295,-75.466,28.0,-5.0,A,0.0
DQH,Douglas,United States,31.4767,-82.8606,257.0,-5.0,A,0.0
DRJ,Drietabbetje,Suriname,4.11667,-54.6667,10.0,-3.0,U,0.0
DNP,Dang,Nepal,28.1111,82.2942,2100.0,5.0,N,0.0
DNL,Augusta,United States,33.4665,-82.0394,423.0,-5.0,A,0.0
DSO,Hamhung,North Korea,39.7473,127.475,0.0,9.0,U,0.0
DNN,Dalton,United States,34.7229,-84.8702,709.0,-4.0,A,0.0
DSD,Grande Anse,Guadeloupe,16.2969,-61.0844,10.0,-4.0,U,0.0
DOG,Dongola,Sudan,19.1539,30.4301,773.0,2.0,U,0.0
DPA,West Chicago,United States,41.9078,-88.2486,758.0,-6.0,A,0.0
FFC,Atlanta,United States,33.3573,-84.5718,808.0,-4.0,A,0.0
FDY,Findley,United States,41.012,-83.6686,819.0,-5.0,U,0.0
FFD,Fairford,United Kingdom,51.6822,-1.79003,286.0,0.0,E,0.0
4G2,Hamburg,United States,42.7009,-78.9148,751.0,-5.0,A,0.0
GQQ,Galion,United States,40.7534,-82.7238,1224.0,-4.0,A,0.0
GYI,Gisenyi,Rwanda,-1.6772,29.2589,5082.0,2.0,U,0.0
GYL,Argyle,Australia,-16.6369,128.451,522.0,8.0,O,0.0
GUT,Guetersloh,Germany,51.9228,8.30633,236.0,1.0,E,0.0
GVT,Greenvile,United States,33.0678,-96.0653,535.0,-6.0,A,0.0
GVX,Gavle,Sweden,60.5933,16.9514,224.0,1.0,E,0.0
GVQ,Batavia,United States,43.0317,-78.1697,914.0,-5.0,A,0.0
GWO,Greenwood,United States,33.4943,-90.0847,162.0,-6.0,A,0.0
HBG,Hattiesburg,United States,31.2649,-89.2529,151.0,-6.0,A,0.0
GZA,Gaza,Palestine,31.2464,34.2761,320.0,2.0,U,0.0
GWY,Galway,Ireland,53.3002,-8.94159,81.0,0.0,E,0.0
GZS,Guangzhou,China,22.9901,113.271,1.0,8.0,U,0.0
GXQ,Coyhaique,Chile,-45.5942,-72.1061,1020.0,-4.0,S,0.0
GWE,Gwert,Zimbabwe,-19.4364,29.8619,4680.0,2.0,U,0.0
HAE,Haeju,North Korea,38.0054,125.779,131.0,9.0,U,0.0
GUS,Peru,United States,40.6481,-86.1521,812.0,-5.0,A,0.0
GYM,Guaymas,Mexico,27.969,-110.925,59.0,-7.0,S,0.0
GUL,Goulburn,Australia,-34.8103,149.726,2141.0,10.0,O,0.0
GWW,Berlin,Germany,52.475,13.139,160.0,1.0,E,0.0
GUQ,Guanare,Venezuela,9.02694,-69.7551,606.0,-4.0,U,0.0
GUI,Guiria,Venezuela,10.5741,-62.3127,42.0,-4.0,U,0.0
GOB,Goba,Ethiopia,6.73333,44.2667,4000.0,3.0,U,0.0
GKL,Great Keppel Island,Australia,-23.186,150.943,250.0,10.0,U,0.0
GOZ,Gorna Orechovica,Bulgaria,43.1514,25.7129,285.0,2.0,E,0.0
GKE,Geilenkirchen,Germany,50.9608,6.04242,296.0,1.0,E,0.0
GMI,Gasmata Island,Papua New Guinea,-6.27111,150.331,23.0,10.0,U,0.0
GOY,Galoya,Sri Lanka,7.33708,81.6259,150.0,6.0,U,0.0
GRF,Fort Lewis,United States,47.0792,-122.581,302.0,-8.0,A,0.0
GSB,Goldsboro,United States,35.3394,-77.9606,110.0,-5.0,A,0.0
GRM,Grand Marais,United States,47.8383,-90.3829,1799.0,-6.0,U,0.0
GRP,Gurupi,Brazil,-11.7289,-49.0689,10.0,-3.0,S,0.0
GTB,Fort Drum,United States,44.0556,-75.7195,690.0,-5.0,A,0.0
GUB,Guerrero Negro,Mexico,28.0261,-114.024,59.0,-7.0,S,0.0
GRS,Grosseto,Italy,42.7597,11.0719,15.0,1.0,E,0.0
GSQ,Sharq Al-Owainat,Egypt,22.5806,28.7207,859.0,2.0,U,0.0
GSS,Sabi Sabi,South Africa,-24.9415,31.4446,1276.0,2.0,U,0.0
GTA,Gatokae,Solomon Islands,-8.75,158.2,0.0,11.0,U,0.0
GTI,Ruegen,Germany,54.3833,13.3253,69.0,1.0,U,0.0
GTN,Mount Cook,New Zealand,-43.765,170.133,2153.0,12.0,Z,0.0
GTU,Georgetown,United States,30.6788,-97.6794,790.0,-5.0,A,0.0
GZM,Gozo,Malta,36.0272,14.2728,300.0,1.0,E,0.0
HBR,Hobart,United States,34.9913,-99.0514,1564.0,-6.0,A,0.0
HBT,King Khalid Mil.city,Saudi Arabia,27.9009,45.5282,1352.0,3.0,U,0.0
4A9,Fort Payne,United States,34.4737,-85.7214,877.0,-5.0,A,0.0
HIS,Hayman Island,Australia,-20.0667,148.867,10.0,10.0,O,0.0
HIW,Hiroshima,Japan,34.367,132.408,9.0,9.0,N,0.0
HMN,Alamogordo,United States,32.8525,-106.107,4093.0,-7.0,A,0.0
HOA,Hola,Kenya,-1.52,40.0039,220.0,3.0,U,0.0
HKV,Haskovo,Bulgaria,41.9764,25.5898,160.0,2.0,E,0.0
HLT,Hamilton,Australia,-37.6489,142.065,803.0,10.0,O,0.0
4A7,Hampton,United States,33.3891,-84.3324,874.0,-5.0,A,0.0
HKY,Hickory,United States,35.7411,-81.3895,1189.0,-5.0,A,0.0
HLF,Hultsfred,Sweden,57.5258,15.8233,366.0,1.0,E,0.0
HLG,Wheeling,United States,40.175,-80.6463,1195.0,-5.0,A,0.0
HLR,Fort Hood,United States,31.1387,-97.7145,924.0,-6.0,A,0.0
HOP,Hopkinsville,United States,36.6686,-87.4962,573.0,-6.0,A,0.0
HMR,Hamar,Norway,60.8181,11.068,713.0,1.0,E,0.0
4A4,Cedartown,United States,34.0187,-85.1465,974.0,-4.0,A,0.0
HLY,Angelsey,United Kingdom,53.2481,-4.53534,37.0,0.0,E,0.0
HOJ,Hohenems,Austria,47.385,9.7,412.0,1.0,E,0.0
HOK,Hooker Creek,Australia,-18.3367,130.638,320.0,9.0,O,0.0
HCN,Hengchun,Taiwan,22.0411,120.73,46.0,8.0,U,0.0
HRJ,Chaurjhari,Nepal,28.0,83.833,4000.0,5.0,N,0.0
HFN,Hofn,Iceland,64.2956,-15.2272,24.0,0.0,N,0.0
4G0,Monroeville,United States,40.4526,-79.7749,1187.0,-5.0,A,0.0
HGL,Helgoland,Germany,54.1853,7.91583,7.0,1.0,E,0.0
HDB,Heidelberg,Germany,49.3933,8.6525,0.0,1.0,E,0.0
HCQ,Halls Creek,Australia,-18.2339,127.67,1346.0,8.0,U,0.0
HHA,Changsha,China,28.1892,113.22,217.0,8.0,U,0.0
4B8,Plainville,United States,41.6893,-72.8647,202.0,-5.0,A,0.0
HDO,Hondo,United States,29.3591,-99.1775,930.0,-5.0,A,0.0
HDD,Hyderabad,Pakistan,25.3181,68.3661,130.0,5.0,N,0.0
HDH,Dillingham,United States,21.5795,-158.197,14.0,-10.0,A,0.0
GNM,Guanambi,Brazil,-14.2167,-42.7833,500.0,-3.0,S,0.0
HEW,Athens,Greece,37.8933,23.7261,69.0,2.0,E,0.0
HDS,Hoedspruit,South Africa,-24.3686,31.0487,1743.0,2.0,U,0.0
HGS,Freetown,Sierra Leone,8.39713,-13.1291,60.0,0.0,N,0.0
HEM,Helsinki,Finland,60.2546,25.0428,57.0,2.0,E,0.0
HEI,B\xfcsum,Germany,54.1533,8.90167,7.0,1.0,E,0.0
HHI,Wahiawa,United States,21.4835,-158.04,837.0,-10.0,A,0.0
HEN,Helsinki,Finland,60.1478,24.9244,7.0,2.0,E,0.0
HEX,Santo Domingo,Dominican Republic,18.475,-69.975,22.0,-6.0,U,0.0
HFA,Haifa,Israel,32.8094,35.0431,28.0,2.0,U,0.0
HIF,Ogden,United States,41.1239,-111.973,4789.0,-7.0,A,0.0
GNT,Grants,United States,35.1673,-107.902,6537.0,-7.0,A,0.0
GNZ,Ghanzi,Botswana,-21.6925,21.6581,3730.0,2.0,U,0.0
GOV,Gove,Australia,-12.2694,136.818,192.0,9.0,O,0.0
FOM,Foumban,Cameroon,5.63692,10.7508,3963.0,1.0,N,0.0
FOA,Foula,United Kingdom,60.121,-2.052,0.0,0.0,E,0.0
FNR,Funter Bay,United States,58.2544,-134.898,0.0,-9.0,A,0.0
FSI,Fort Sill,United States,34.6498,-98.4022,1189.0,-6.0,A,0.0
FRC,Franca,Brazil,-20.5386,-47.4008,1040.0,-3.0,S,0.0
FRJ,Frejus,France,43.4167,6.73333,7.0,1.0,E,0.0
FST,Fort Stockton,United States,30.9157,-102.916,3011.0,-6.0,A,0.0
FUS,Fussen,Germany,47.585,10.6866,800.0,1.0,U,0.0
FTW,Fort Worth,United States,32.8198,-97.3624,710.0,-6.0,A,0.0
FZO,Bristol,United Kingdom,51.5194,-2.59083,226.0,0.0,E,0.0
GAQ,Gao,Mali,16.2484,-0.005456,870.0,0.0,N,0.0
FUL,Fullerton,United States,33.5219,-117.585,96.0,-7.0,A,0.0
FTX,Owando,Congo - Kinshasa,-0.53135,15.9501,1214.0,1.0,N,0.0
FYT,Faya-largeau,Chad,17.9171,19.1111,771.0,1.0,N,0.0
FTY,Atlanta,United States,33.7791,-84.5214,841.0,-5.0,A,0.0
FUX,Fussen,Germany,47.585,10.6866,1200.0,1.0,E,0.0
GCJ,Johannesburg,South Africa,-25.9863,28.1401,5325.0,2.0,U,0.0
FWM,Fort William,United Kingdom,56.8167,-5.11667,0.0,0.0,E,0.0
FNJ,Pyongyang,North Korea,39.2241,125.67,117.0,9.0,U,0.0
FOK,West Hampton Beach,United States,40.8437,-72.6318,67.0,-5.0,A,0.0
FNU,Oristano,Italy,39.895,8.6383,36.0,1.0,E,0.0
FNE,Fane,Papua New Guinea,-8.55,147.083,0.0,10.0,U,0.0
FFT,Frankfort,United States,38.182,-84.9061,812.0,-4.0,A,0.0
FFZ,Mesa,United States,33.4608,-111.728,1394.0,-7.0,A,0.0
FFO,Dayton,United States,39.8261,-84.0483,823.0,-5.0,A,0.0
FLF,Flensburg,Germany,54.7718,9.37821,130.0,1.0,E,0.0
FHU,Fort Huachuca,United States,31.5885,-110.344,4719.0,-7.0,A,0.0
FIG,Fira,Guinea,10.3506,-13.5692,499.0,0.0,N,0.0
FIZ,Fitzroy Crossing,Australia,-18.178,125.591,374.0,8.0,U,0.0
FIT,Fitchburg,United States,42.5541,-71.759,348.0,-4.0,A,0.0
FIE,Fair Isle,United Kingdom,59.5358,-1.62806,223.0,0.0,E,0.0
FJR,Fujeirah,United Arab Emirates,25.1122,56.324,152.0,4.0,U,0.0
FLD,Fond du Lac,United States,43.7712,-88.4884,808.0,-6.0,A,0.0
09J,Jekyll Island,United States,31.0745,-81.4278,11.0,-4.0,A,0.0
FGL,Fox Glacier,New Zealand,-43.4,170.033,475.0,12.0,Z,0.0
FRN,Fort Richardson,United States,61.2664,-149.653,378.0,-9.0,A,0.0
FMH,Falmouth,United States,41.6584,-70.5214,131.0,-5.0,A,0.0
FRP,Fort Pierce,United States,27.4975,-80.3726,23.0,-4.0,A,0.0
FRI,Fort Riley,United States,39.0553,-96.7645,1063.0,-6.0,A,0.0
FME,Fort Meade,United States,39.0854,-76.7594,150.0,-5.0,A,0.0
4U9,Dell,United States,44.7357,-112.72,6007.0,-7.0,A,0.0
CTY,Cross City,United States,29.6355,-83.1048,42.0,-4.0,A,0.0
FXO,Cuamba,Mozambique,-14.8175,36.5283,1931.0,2.0,N,0.0
54J,DeFuniak Springs,United States,30.7311,-86.1538,289.0,-5.0,A,0.0
4G4,Youngstown,United States,40.9618,-80.6773,1070.0,-5.0,A,0.0
GHF,Giebelstadt,Germany,49.6481,9.96649,980.0,1.0,E,0.0
GHU,Gualeguaychu,Argentina,-33.0103,-58.6131,75.0,-3.0,N,0.0
GHT,Ghat,Libya,25.1456,10.1426,2296.0,1.0,N,0.0
GIF,Winter Haven,United States,28.0628,-81.7533,145.0,-5.0,A,0.0
GDA,Gounda,Central African Republic,9.27222,21.1972,1509.0,1.0,N,0.0
GEU,Glendale,United States,33.5269,-112.295,1071.0,-7.0,N,0.0
GEX,Geelong,Australia,-38.225,144.333,43.0,10.0,O,0.0
GPB,Guarapuava,Brazil,-25.3833,-51.45,200.0,-3.0,S,0.0
GLD,Goodland,United States,39.3706,-101.699,3656.0,-6.0,A,0.0
GKY,Arlington,United States,32.6639,-97.0943,628.0,-5.0,A,0.0
GLI,Glen Innes,Australia,-29.675,151.69,3433.0,10.0,O,0.0
GLJ,Garz\xf3n,Colombia,2.17,-75.67,2620.0,-5.0,U,0.0
GLS,Galveston,United States,29.2653,-94.8604,6.0,-6.0,A,0.0
GOR,Gore,Ethiopia,8.167,35.55,6580.0,3.0,U,0.0
GNI,Green Island,Taiwan,22.6739,121.466,28.0,8.0,U,0.0
GON,Groton CT,United States,41.3301,-72.0451,9.0,-5.0,A,0.0
GML,Kiev,Ukraine,50.6036,30.1919,517.0,2.0,E,0.0
GGS,Gobernador Gregores,Argentina,-48.7831,-70.15,356.0,-3.0,N,0.0
GGE,Georgetown,United States,33.3114,-79.3203,40.0,-4.0,A,0.0
GHG,Marshfield,United States,42.0983,-70.6721,9.0,-4.0,A,0.0
GFY,Grootfontein,Namibia,-19.6022,18.1227,4636.0,1.0,S,0.0
FZG,Fitzgerald,United States,31.6839,-83.2709,365.0,-5.0,A,0.0
GAD,Gadsden,United States,33.9726,-86.0891,569.0,-5.0,A,0.0
GAH,Gayndah,Australia,-25.6153,151.621,369.0,10.0,N,0.0
GAI,Gaithersburg,United States,39.1006,-77.0958,0.0,-5.0,A,0.0
GAS,Garissa,Kenya,-0.468611,39.6494,469.0,3.0,U,0.0
GBZ,Claris,New Zealand,-36.1429,175.282,10.0,11.0,Z,0.0
FTK,Fort Knox,United States,37.9071,-85.9721,756.0,-6.0,A,0.0
GBK,Gbangbatok,Sierra Leone,7.767,-12.383,500.0,0.0,U,0.0
52A,Madison,United States,33.6121,-83.4604,694.0,-5.0,A,0.0
GJR,Gjogur,Iceland,65.9953,-21.3269,98.0,0.0,N,0.0
GFR,Granville,France,48.8831,-1.56417,45.0,1.0,E,0.0
GDW,Gladwin,United States,43.9706,-84.475,774.0,-5.0,A,0.0
4I7,Greencastle,United States,39.6336,-86.8138,842.0,-5.0,U,0.0
GED,Georgetown,United States,38.6892,-75.3589,50.0,-5.0,A,0.0
GIC,Boigu,Australia,-9.23278,142.218,23.0,10.0,O,0.0
GHE,Garachine,Panama,8.06,-78.36,0.0,-5.0,U,0.0
GEL,Santo Angelo,Brazil,-28.2817,-54.1691,1056.0,-3.0,S,0.0
GEN,Oslo,Norway,60.1939,11.1004,681.0,1.0,E,0.0
GGR,Garowe,Somalia,8.24,48.29,553.0,3.0,N,0.0
HMJ,Khmeinitskiy,Ukraine,49.366,26.933,351.0,2.0,E,0.0
CUQ,Coen,Australia,-13.7608,143.114,532.0,10.0,O,0.0
CUP,Carupano,Venezuela,10.66,-63.2617,33.0,-4.0,U,0.0
BDI,Bird Island,Seychelles,-3.72139,55.2086,10.0,4.0,U,0.0
BEC,Wichita,United States,37.6939,-97.2149,1409.0,-5.0,A,0.0
