iata_code,city,country,latitude,longitude,altitude,timezone,dst,aggregate_code
NGQ,Shiquanhe,China,32.1003,80.0528,13780.0,8.0,N,0.0
OHE,Mohe County,China,52.915,122.427,1500.0,8.0,U,0.0
RKZ,Shigatse,China,29.3517,89.3069,12408.0,8.0,N,0.0
RLK,Bayannur,China,40.9264,107.739,3389.0,8.0,U,0.0
SJW,Shijiazhuang,China,38.2807,114.697,233.0,8.0,U,0.0
SWA,Shantou,China,23.4,116.683,0.0,8.0,U,0.0
SYX,Sanya,China,18.3029,109.412,92.0,8.0,U,0.0
TCG,Tacheng,China,46.6725,83.3408,0.0,8.0,U,0.0
TCZ,Tengchong,China,24.9387,98.4836,5500.0,8.0,N,0.0
THQ,Tianshui,China,34.333,105.514,9186.0,8.0,N,0.0
TXN,Huangshan,China,29.7333,118.256,0.0,8.0,U,0.0
WNH,Wenshan,China,23.3758,104.243,1000.0,8.0,U,0.0
WUA,Wuhai,China,39.7944,106.799,0.0,8.0,U,0.0
WUS,Wuyishan,China,27.7019,118.001,614.0,8.0,U,0.0
WXN,Wanxian,China,30.8361,108.406,0.0,8.0,U,0.0
XFN,Xiangfan,China,32.1506,112.291,0.0,8.0,U,0.0
XIL,Xilinhot,China,43.9156,115.964,0.0,8.0,U,0.0
YIW,Yiwu,China,29.3447,120.032,0.0,8.0,U,0.0
ZHY,Zhongwei,China,37.5728,105.154,4305.0,8.0,N,0.0
JZH,Jiuzhaigou,China,32.857,103.683,11311.0,8.0,U,0.0
AGX,Agatti Island,India,10.8237,72.176,14.0,5.0,N,0.0
AJL,Aizwal,India,23.7466,92.8028,1001.0,5.0,N,0.0
AMD,Ahmedabad,India,23.0772,72.6347,189.0,5.0,N,0.0
BHU,Bhaunagar,India,21.7522,72.1852,44.0,5.0,N,0.0
CCJ,Calicut,India,11.1368,75.9553,342.0,5.0,N,0.0
CCU,Kolkata,India,22.6547,88.4467,16.0,5.0,N,0.0
DED,Dehra Dun,India,30.1897,78.1803,1831.0,5.0,N,0.0
DHM,Kangra,India,32.1651,76.2634,2525.0,5.0,N,0.0
HBX,Hubli,India,15.3617,75.0849,2171.0,5.0,N,0.0
IXI,Lilabari,India,27.2955,94.0976,330.0,5.0,N,0.0
MAA,Madras,India,12.9944,80.1805,52.0,5.0,N,0.0
PAT,Patina,India,25.5913,85.088,170.0,5.0,N,0.0
PGH,Nainital,India,29.0334,79.4737,769.0,5.0,N,0.0
TRV,Trivandrum,India,8.48212,76.9201,15.0,5.0,N,0.0
TRZ,Tiruchirappalli,India,10.7654,78.7097,288.0,5.0,N,0.0
VTZ,Vishakhapatnam,India,17.7212,83.2245,15.0,6.0,N,0.0
RJA,Rajahmundry,India,17.1104,81.8182,151.0,5.0,N,0.0
ABL,Ambler,United States,67.1064,-157.857,334.0,-9.0,A,0.0
AET,Allakaket,United States,66.5519,-152.622,441.0,-8.0,A,0.0
AKI,Akiak,United States,60.9028,-161.231,30.0,-9.0,A,0.0
AKK,Akhiok,United States,56.9386,-154.182,44.0,-9.0,A,0.0
AKP,Anaktuvuk Pass,United States,68.1336,-151.743,2103.0,-9.0,A,0.0
ANV,Anvik,United States,62.6467,-160.191,309.0,-9.0,A,0.0
ARC,Arctic Village,United States,68.1147,-145.579,2092.0,-9.0,A,0.0
ATK,Atqasuk,United States,70.4673,-157.436,96.0,-9.0,A,0.0
ATT,Austin TX,United States,30.3167,-97.7666,0.0,-6.0,A,0.0
BID,Block Island,United States,41.1681,-71.5778,108.0,-5.0,A,0.0
BKC,Buckland,United States,65.9817,-161.149,31.0,-9.0,A,0.0
BTI,Barter Island,United States,70.134,-143.582,2.0,-9.0,A,0.0
BTT,Bettles,United States,66.9139,-151.529,644.0,-9.0,A,0.0
CEM,Central,United States,65.5739,-144.781,937.0,-9.0,A,0.0
CHU,Chuathbaluk,United States,61.5792,-159.216,243.0,-9.0,A,0.0
CIK,Chalkyitsik,United States,66.645,-143.74,544.0,-9.0,A,0.0
CKD,Crooked Creek,United States,61.8678,-158.135,178.0,-9.0,A,0.0
CXF,Coldfoot,United States,67.2514,-150.176,1014.0,-9.0,A,0.0
CYF,Chefornak,United States,60.1492,-164.286,40.0,-9.0,A,0.0
CZN,Chisana,United States,62.0711,-142.048,1011.0,-9.0,A,0.0
DRG,Deering,United States,66.0696,-162.766,21.0,-9.0,A,0.0
EEK,Eek,United States,60.2136,-162.044,15.0,-9.0,A,0.0
EGX,Egegik,United States,58.1856,-157.376,92.0,-9.0,A,0.0
ELI,Elim,United States,64.615,-162.271,162.0,-9.0,A,0.0
EMK,Emmonak,United States,62.7861,-164.491,13.0,-9.0,A,0.0
ESD,Eastsound,United States,48.7081,-122.911,31.0,-8.0,A,0.0
FBS,Friday Harbor,United States,48.5372,-123.01,0.0,-8.0,A,0.0
FRD,Friday Harbor,United States,48.5219,-123.024,113.0,-8.0,A,0.0
FYU,Fort Yukon,United States,66.5715,-145.25,433.0,-9.0,A,0.0
GAL,Galena,United States,64.7362,-156.937,152.0,-9.0,A,0.0
GAM,Gambell,United States,63.7668,-171.733,27.0,-9.0,A,0.0
GCW,Grand Canyon West,United States,35.5925,-113.486,4825.0,-8.0,U,0.0
GLV,Golovin,United States,64.5506,-163.007,59.0,-9.0,A,0.0
GNU,Goodnews Bay,United States,59.1175,-161.577,15.0,-10.0,A,0.0
HCR,Holy Cross,United States,62.1883,-159.775,70.0,-9.0,A,0.0
HKB,Healy,United States,63.8675,-148.969,1263.0,-9.0,A,0.0
HNH,Hoonah,United States,58.0961,-135.41,19.0,-9.0,A,0.0
HNM,Hana,United States,20.7956,-156.014,78.0,-10.0,A,0.0
HPB,Hooper Bay,United States,61.5239,-166.147,7.0,-9.0,A,0.0
HSL,Huslia,United States,65.6978,-156.351,213.0,-9.0,A,0.0
HUS,Hughes,United States,66.0392,-154.265,299.0,-9.0,A,0.0
HXD,Hilton Head Island,United States,32.2244,-80.6975,19.0,-4.0,A,0.0
IAN,Kiana,United States,66.9758,-160.437,166.0,-9.0,A,0.0
IGG,Igiugig,United States,59.324,-155.902,90.0,-9.0,A,0.0
IRC,Circle,United States,65.8278,-144.076,613.0,-9.0,A,0.0
IWD,Ironwood,United States,46.5275,-90.1314,1230.0,-6.0,U,0.0
KAL,Kaltag,United States,64.3191,-158.741,187.0,-9.0,A,0.0
KBC,Brich Creek,United States,66.2567,-145.815,450.0,-9.0,A,0.0
KCL,Chignik Lagoon,United States,56.3111,-158.534,25.0,-9.0,A,0.0
KCQ,Chignik Lake,United States,56.255,-158.775,50.0,-9.0,A,0.0
KFP,False Pass,United States,54.8475,-163.41,20.0,-9.0,A,0.0
KKA,Koyuk,United States,64.9394,-161.154,154.0,-9.0,A,0.0
KKH,Kongiganak,United States,59.9608,-162.881,30.0,-9.0,A,0.0
KLL,Levelock,United States,59.1281,-156.859,39.0,-9.0,A,0.0
KLN,Larsen Bay,United States,57.535,-153.977,87.0,-9.0,A,0.0
KLW,Klawock,United States,55.5792,-133.076,80.0,-9.0,A,0.0
KOT,Kotlik,United States,63.0306,-163.533,15.0,-9.0,A,0.0
KOZ,Ouzinkie,United States,57.9229,-152.501,55.0,-9.0,A,0.0
KPN,Kipnuk,United States,59.9331,-164.031,11.0,-9.0,A,0.0
KPV,Perryville,United States,55.9067,-159.161,29.0,-9.0,A,0.0
KQA,Akutan,United States,54.1325,-165.785,0.0,-9.0,A,0.0
KTS,Brevig Mission,United States,65.3314,-166.466,35.0,-9.0,A,0.0
KUK,Kasigluk,United States,60.8733,-162.524,40.0,-9.0,A,0.0
KVC,King Cove,United States,55.1163,-162.266,155.0,-9.0,A,0.0
KVL,Kivalina,United States,67.7362,-164.563,13.0,-9.0,A,0.0
KWK,Kwigillingok,United States,59.8764,-163.169,18.0,-9.0,A,0.0
KWN,Quinhagak,United States,59.755,-161.845,42.0,-9.0,A,0.0
KWT,Kwethluk,United States,60.7903,-161.444,30.0,-9.0,A,0.0
KYU,Koyukuk,United States,64.8758,-157.731,149.0,-9.0,A,0.0
LUP,Molokai,United States,21.211,-156.974,24.0,-10.0,A,0.0
MBL,Manistee,United States,44.2725,-86.2469,621.0,-5.0,A,0.0
MLY,Manley Hot Springs,United States,64.9975,-150.644,270.0,-9.0,A,0.0
MNT,Minto,United States,65.1436,-149.37,460.0,-9.0,A,0.0
MOU,Mountain Village,United States,62.0954,-163.682,337.0,-9.0,A,0.0
MUE,Kamuela,United States,20.0013,-155.668,2671.0,-10.0,A,0.0
MYU,Mekoryuk,United States,60.3714,-166.271,48.0,-9.0,A,0.0
NIB,Nikolai,United States,63.0108,-154.384,427.0,-9.0,A,0.0
NLG,Nelson Lagoon,United States,56.0075,-161.16,14.0,-9.0,A,0.0
NME,Nightmute,United States,60.4711,-164.701,4.0,-10.0,A,0.0
NUI,Nuiqsut,United States,70.21,-151.006,38.0,-9.0,A,0.0
NUL,Nulato,United States,64.7294,-158.074,399.0,-9.0,A,0.0
NUP,Nunapitchuk,United States,60.9058,-162.439,12.0,-9.0,A,0.0
OBU,Kobuk,United States,66.9122,-156.897,137.0,-9.0,A,0.0
OLF,Wolf Point,United States,48.0944,-105.575,1986.0,-7.0,A,0.0
OLH,Old Harbor,United States,57.2181,-153.27,55.0,-9.0,A,0.0
ORI,Port Lions,United States,57.8853,-152.846,52.0,-9.0,A,0.0
ORT,Northway,United States,62.9613,-141.929,1716.0,-9.0,A,0.0
ORV,Noorvik,United States,66.8175,-161.022,55.0,-9.0,A,0.0
PHO,Point Hope,United States,68.3488,-166.799,12.0,-9.0,A,0.0
PIP,Pilot Point,United States,57.5854,-157.572,57.0,-9.0,A,0.0
PIZ,Point Lay,United States,69.7329,-163.005,25.0,-9.0,A,0.0
PML,Cold Bay,United States,56.0061,-160.561,20.0,-9.0,A,0.0
PQS,Pilot Station,United States,61.9344,-162.899,305.0,-9.0,A,0.0
PTH,Port Heiden,United States,56.9591,-158.633,95.0,-9.0,A,0.0
PTU,Port Moller,United States,59.0114,-161.82,15.0,-9.0,A,0.0
PVC,Provincetown,United States,42.0719,-70.2214,9.0,-5.0,A,0.0
RBY,Ruby,United States,64.7272,-155.47,653.0,-9.0,A,0.0
RDV,Red Devil,United States,61.7881,-157.35,174.0,-9.0,A,0.0
RSH,Russian Mission,United States,61.775,-161.319,51.0,-9.0,A,0.0
RSJ,Rosario,United States,48.6456,-122.868,0.0,-8.0,A,0.0
SCM,Scammon Bay,United States,61.8453,-165.571,14.0,-9.0,A,0.0
SGY,Skagway,United States,59.4601,-135.316,44.0,-9.0,A,0.0
SHG,Shungnak,United States,66.8881,-157.163,197.0,-9.0,A,0.0
SHH,Shishmaref,United States,66.2496,-166.089,12.0,-9.0,A,0.0
SHX,Shageluk,United States,62.6922,-159.569,79.0,-9.0,A,0.0
SKK,Shaktoolik,United States,64.3711,-161.224,24.0,-9.0,A,0.0
SLQ,Sleetmute,United States,61.7006,-157.166,190.0,-9.0,A,0.0
SMK,St. Michael,United States,63.49,-162.11,98.0,-9.0,A,0.0
SNP,St. Paul Island,United States,57.1673,-170.22,63.0,-11.0,A,0.0
SRV,Stony River,United States,61.7875,-156.591,230.0,-9.0,A,0.0
STG,St. George,United States,56.5772,-169.664,125.0,-9.0,A,0.0
SVA,Savoonga,United States,63.6864,-170.493,53.0,-9.0,A,0.0
SXP,Nunam Iqua,United States,62.5206,-164.848,12.0,-9.0,A,0.0
TAL,Tanana,United States,65.1796,-152.076,207.0,-9.0,A,0.0
TCT,Takotna,United States,62.9719,-156.083,825.0,-9.0,A,0.0
TEB,Teterboro,United States,40.8501,-74.0608,9.0,-5.0,A,0.0
TLA,Teller,United States,65.2403,-166.339,294.0,-9.0,A,0.0
TLJ,Tatalina,United States,62.8944,-155.977,964.0,-9.0,A,0.0
TLT,Tuluksak,United States,61.0969,-160.969,30.0,-9.0,A,0.0
TNK,Tununak,United States,60.5756,-165.272,14.0,-10.0,A,0.0
TOG,Togiak Village,United States,59.0528,-160.397,21.0,-9.0,A,0.0
TRM,Palm Springs,United States,33.6267,-116.16,0.0,-7.0,A,0.0
TVF,Thief River Falls,United States,48.0656,-96.185,1116.0,-6.0,A,0.0
UNK,Unalakleet,United States,63.8883,-160.799,21.0,-9.0,A,0.0
VAK,Chevak,United States,61.5338,-165.584,75.0,-9.0,A,0.0
VEE,Venetie,United States,67.0086,-146.366,574.0,-9.0,A,0.0
WAA,Wales,United States,65.6225,-168.095,22.0,-9.0,A,0.0
WBB,Stebbins,United States,63.5158,-162.278,14.0,-9.0,A,0.0
WBQ,Beaver,United States,66.3622,-147.407,359.0,-9.0,A,0.0
WLK,Selawik,United States,66.6,-159.986,17.0,-9.0,A,0.0
WMO,White Mountain,United States,64.6892,-163.413,267.0,-9.0,A,0.0
WSN,South Naknek,United States,58.7022,-157.003,162.0,-9.0,A,0.0
WTK,Noatak,United States,67.5661,-162.975,88.0,-9.0,A,0.0
WTL,Tuntutuliak,United States,60.3353,-162.667,16.0,-9.0,A,0.0
WWT,Newtok,United States,60.9392,-164.641,25.0,-10.0,U,0.0
WYS,West Yellowstone,United States,44.6883,-111.118,6644.0,-7.0,A,0.0
YAK,Yakutat,United States,59.3012,-139.394,33.0,-9.0,A,0.0
GCN,Grand Canyon,United States,35.9524,-112.147,6609.0,-7.0,N,0.0
LUR,Cape Lisburne,United States,68.8751,-166.11,12.0,-9.0,A,0.0
OOK,Toksook Bay,United States,60.5414,-165.087,59.0,-10.0,A,0.0
SLK,Saranac Lake,United States,44.3853,-74.2062,1663.0,-5.0,A,0.0
ARD,Alor Island,Indonesia,-8.13234,124.597,10.0,8.0,N,0.0
BEJ,Tanjung Redep-Borneo Island,Indonesia,2.1555,117.432,59.0,8.0,N,0.0
BTH,Batam,Indonesia,1.12103,104.119,126.0,7.0,N,0.0
DJJ,Jayapura,Indonesia,-2.57695,140.516,289.0,9.0,N,0.0
FKQ,Fak Fak,Indonesia,-2.92019,132.267,462.0,9.0,N,0.0
GNS,Gunung Sitoli,Indonesia,1.16638,97.7047,20.0,7.0,N,0.0
KBU,Laut Island,Indonesia,-3.29472,116.165,4.0,8.0,N,0.0
KNG,Kaimana,Indonesia,-3.64452,133.696,19.0,9.0,N,0.0
KTG,Ketapang,Indonesia,-1.81664,109.963,46.0,7.0,N,0.0
LBJ,Labuhan Bajo,Indonesia,-8.48666,119.889,66.0,8.0,N,0.0
LSW,Lhok Seumawe-Sumatra Island,Indonesia,5.22668,96.9503,90.0,7.0,N,0.0
LUV,Langgur-Kei Islands,Indonesia,-5.66162,132.731,10.0,9.0,N,0.0
NNX,Nunukan-Nunukan Island,Indonesia,4.13653,117.667,52.0,8.0,N,0.0
NTX,Ranai-Natuna Besar Island,Indonesia,3.90871,108.388,7.0,7.0,N,0.0
OTI,Morotai Island,Indonesia,2.04599,128.325,49.0,9.0,N,0.0
PGK,Pangkal Pinang,Indonesia,-2.1622,106.139,109.0,7.0,N,0.0
PKN,Pangkalan Bun,Indonesia,-2.7052,111.673,75.0,7.0,N,0.0
PKU,Pekanbaru,Indonesia,0.460786,101.445,102.0,7.0,N,0.0
PKY,Palangkaraya,Indonesia,-2.22513,113.943,82.0,7.0,N,0.0
PSU,Putussibau-Borneo Island,Indonesia,0.835578,112.937,297.0,7.0,N,0.0
PUM,Pomalaa,Indonesia,-4.18333,121.617,0.0,8.0,N,0.0
SQG,Sintang-Borneo Island,Indonesia,0.063619,111.473,98.0,7.0,N,0.0
SWQ,Sumbawa Island,Indonesia,-8.48904,117.412,16.0,8.0,N,0.0
TIM,Timika,Indonesia,-4.52828,136.887,103.0,9.0,N,0.0
TJQ,Tanjung Pandan,Indonesia,-2.74572,107.755,164.0,7.0,N,0.0
TJS,Tanjung Selor-Borneo Island,Indonesia,2.83641,117.374,10.0,8.0,N,0.0
TMC,Waikabubak-Sumba Island,Indonesia,-9.40972,119.244,161.0,8.0,N,0.0
TNJ,Tanjung Pinang,Indonesia,0.922683,104.532,52.0,7.0,N,0.0
TRK,Taraken,Indonesia,3.32669,117.566,20.0,8.0,N,0.0
UPG,Ujung Pandang,Indonesia,-5.06163,119.554,47.0,8.0,N,0.0
WMX,Wamena,Indonesia,-4.10251,138.957,5085.0,9.0,N,0.0
TKG,Bandar Lampung-Sumatra Island,Indonesia,-5.24234,105.179,282.0,7.0,N,0.0
CKS,Parauapebas,Brazil,-6.11781,-50.0035,2064.0,-3.0,S,0.0
FEN,Fernando Do Noronha,Brazil,-3.85493,-32.4233,193.0,-2.0,S,0.0
LEC,Len\xe7\xf3is,Brazil,-12.4823,-41.277,1676.0,-3.0,S,0.0
PAV,Paulo Alfonso,Brazil,-9.40088,-38.2506,883.0,-3.0,S,0.0
PPB,President Prudente,Brazil,-22.1751,-51.4246,1477.0,-3.0,S,0.0
RVD,Rio Verde,Brazil,-17.7903,-50.9183,2244.0,-3.0,S,0.0
SJL,Sao Gabriel da Cachoeira,Brazil,-0.148056,-66.9858,251.0,-4.0,S,0.0
TMT,Oriximina,Brazil,-1.4896,-56.3968,287.0,-4.0,S,0.0
DSK,Dera Ismael Khan,Pakistan,31.9094,70.8966,594.0,5.0,N,0.0
MJD,Moenjodaro,Pakistan,27.3352,68.1431,154.0,5.0,N,0.0
PJG,Panjgur,Pakistan,26.9545,64.1325,3289.0,5.0,N,0.0
RYK,Rahim Yar Khan,Pakistan,28.3839,70.2796,271.0,5.0,N,0.0
PHC,Port Hartcourt,Nigeria,5.01549,6.94959,87.0,1.0,N,0.0
CGP,Chittagong,Bangladesh,22.2496,91.8133,12.0,6.0,U,0.0
CXB,Coxs Bazar,Bangladesh,21.4522,91.9639,12.0,6.0,U,0.0
JSR,Jessore,Bangladesh,23.1838,89.1608,20.0,6.0,U,0.0
ZYL,Sylhet Osmani,Bangladesh,24.9632,91.8668,50.0,6.0,U,0.0
JGD,Jiagedaqi District,China,50.375,124.117,1205.0,-8.0,N,0.0
AUK,Alakanuk,United States,62.68,-164.66,10.0,-9.0,A,0.0
HNS,Haines,United States,59.2438,-135.524,15.0,-9.0,A,0.0
ILI,Iliamna,United States,59.7544,-154.911,186.0,-9.0,A,0.0
FLS,Flinders Island,Australia,-40.0917,147.993,10.0,10.0,O,0.0
AHU,Al Hociema,Morocco,35.1771,-3.83952,95.0,0.0,N,0.0
BNY,Bellona,Solomon Islands,-11.302,159.8,3.0,11.0,U,0.0
AAQ,Anapa,Russia,45.0021,37.3473,174.0,4.0,N,0.0
BQS,Blagoveschensk,Russia,50.4254,127.412,638.0,10.0,N,0.0
CKH,Chokurdah,Russia,70.6231,147.902,151.0,12.0,N,0.0
CSH,Solovetsky Islands,Russia,65.03,35.7333,0.0,4.0,N,0.0
CYX,Cherskiy,Russia,68.7406,161.338,20.0,12.0,N,0.0
EYK,Beloyarsky,Russia,63.6831,66.6831,25.0,5.0,E,0.0
EZV,Beryozovo,Russia,63.9245,65.0449,98.0,6.0,M,0.0
GRV,Grozny,Russia,43.2981,45.7841,548.0,4.0,N,0.0
HMA,Khanty-Mansiysk,Russia,61.0285,69.0861,76.0,6.0,N,0.0
JOK,Yoshkar-Ola,Russia,56.7006,47.9047,348.0,4.0,N,0.0
KEJ,Kemorovo,Russia,55.2701,86.1072,863.0,8.0,N,0.0
KGP,Kogalym,Russia,62.18,74.53,220.0,6.0,N,0.0
KXK,Komsomolsk-on-Amur,Russia,50.4094,136.934,92.0,11.0,N,0.0
MJZ,Mirnyj,Russia,62.5347,114.039,1156.0,10.0,N,0.0
MQF,Magnetiogorsk,Russia,53.3931,58.7557,1431.0,6.0,N,0.0
MRV,Mineralnye Vody,Russia,44.2251,43.0819,1054.0,4.0,N,0.0
MUA,Munda,Solomon Islands,-8.32797,157.263,10.0,11.0,U,0.0
MYA,Moruya,Australia,-35.8978,150.144,14.0,10.0,O,0.0
NNB,Santa Ana,Solomon Islands,-10.8481,162.454,6.0,11.0,U,0.0
NRA,Narrandera,Australia,-34.7022,146.512,474.0,10.0,O,0.0
NTN,Normanton,Australia,-17.6836,141.07,73.0,10.0,O,0.0
NUX,Novy Urengoy,Russia,66.0418,76.3139,20.0,6.0,N,0.0
OLP,Olympic Dam,Australia,-30.485,136.877,343.0,9.0,O,0.0
OLZ,Olpoi,Vanuatu,-14.8817,166.558,0.0,11.0,U,0.0
ONG,Mornington Island,Australia,-16.6625,139.178,33.0,9.0,O,0.0
OZZ,Ouarzazate,Morocco,30.9391,-6.90943,3782.0,0.0,N,0.0
PBO,Paraburdoo,Australia,-23.1711,117.745,1406.0,8.0,O,0.0
PKC,Petropavlovsk,Russia,53.1679,158.454,131.0,12.0,N,0.0
PLJ,Placencia,Belize,16.5369,-88.3617,42.0,-6.0,U,0.0
PPP,Prosserpine,Australia,-20.495,148.552,82.0,10.0,O,0.0
PQC,Phu Quoc,Vietnam,10.227,103.967,23.0,7.0,U,0.0
PYJ,Yakutia,Russia,66.4004,112.03,1660.0,10.0,N,0.0
RCM,Richmond,Australia,-33.6006,150.781,67.0,10.0,O,0.0
REN,Orenburg,Russia,51.7958,55.4567,387.0,6.0,N,0.0
RNA,Ulawa,Solomon Islands,-9.85472,161.979,5.0,11.0,U,0.0
RNL,Rennell Island,Solomon Islands,-11.5339,160.063,0.0,11.0,U,0.0
RUS,Marau,Solomon Islands,-9.86167,160.825,0.0,11.0,U,0.0
RVT,Ravensthorpe,Australia,-33.7972,120.208,209.0,8.0,U,0.0
SCZ,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,-10.7203,165.795,18.0,11.0,U,0.0
SGO,St George,Australia,-28.0497,148.595,656.0,10.0,O,0.0
SIF,Simara,Nepal,27.1595,84.9801,450.0,5.0,N,0.0
SLX,Salt Cay,Turks and Caicos Islands,21.333,-71.2,3.0,-5.0,U,0.0
TJU,Kulyab,Tajikistan,37.9817,69.7994,2293.0,5.0,U,0.0
TMI,Tumling Tar,Nepal,27.315,87.1933,1700.0,5.0,N,0.0
TTA,Tan Tan,Morocco,28.4482,-11.1613,653.0,0.0,N,0.0
TZA,Belize,Belize,17.5344,-88.298,15.0,-6.0,N,0.0
UIH,Phucat,Vietnam,13.955,109.042,80.0,7.0,U,0.0
ULP,Quilpie,Australia,-26.6122,144.253,655.0,10.0,O,0.0
UUS,Yuzhno-sakhalinsk,Russia,46.8887,142.718,59.0,11.0,N,0.0
VAO,Suavanao,Solomon Islands,-7.58556,158.731,0.0,11.0,U,0.0
VCL,Chu Lai,Vietnam,15.4059,108.706,10.0,7.0,U,0.0
VCS,Conson,Vietnam,8.73183,106.633,20.0,7.0,U,0.0
VUS,Veliky Ustyug,Russia,60.7883,46.26,331.0,4.0,N,0.0
WEI,Weipa,Australia,-12.6786,141.925,63.0,10.0,O,0.0
WNR,Windorah,Australia,-25.4131,142.667,452.0,10.0,O,0.0
XSC,South Caicos,Turks and Caicos Islands,21.5157,-71.5285,6.0,-5.0,U,0.0
XTG,Thargomindah,Australia,-27.9864,143.811,433.0,10.0,O,0.0
YKS,Yakutsk,Russia,62.0933,129.771,325.0,10.0,N,0.0
ZNE,Newman,Australia,-23.4178,119.803,1724.0,8.0,O,0.0
KGE,Kagau Island,Solomon Islands,-7.333,157.583,0.0,11.0,U,0.0
PLS,Providenciales,Turks and Caicos Islands,21.7736,-72.2659,15.0,-5.0,U,0.0
AOJ,Aomori,Japan,40.7347,140.691,664.0,9.0,U,0.0
ASJ,Amami,Japan,28.4306,129.713,27.0,9.0,U,0.0
CTS,Sapporo,Japan,42.7752,141.692,82.0,9.0,U,0.0
FKS,Fukushima,Japan,37.2274,140.431,1221.0,9.0,U,0.0
FUK,Fukuoka,Japan,33.5859,130.451,32.0,9.0,U,0.0
GAJ,Yamagata,Japan,38.4119,140.371,353.0,9.0,U,0.0
HAC,Hachijojima,Japan,33.115,139.786,303.0,9.0,U,0.0
IKI,Iki,Japan,33.749,129.785,41.0,9.0,U,0.0
ITM,Osaka,Japan,34.7855,135.438,50.0,9.0,U,0.0
KIX,Osaka,Japan,34.4342,135.233,5.0,9.0,U,0.0
KKX,Kikai,Japan,28.3214,129.928,15.0,9.0,U,0.0
KMI,Miyazaki,Japan,31.8772,131.449,20.0,9.0,U,0.0
KMJ,Kumamoto,Japan,32.8373,130.855,642.0,9.0,U,0.0
KUM,Yakushima,Japan,30.3856,130.659,124.0,9.0,U,0.0
MBE,Monbetsu,Japan,44.3039,143.404,80.0,9.0,U,0.0
MMB,Memanbetsu,Japan,43.8806,144.164,135.0,9.0,U,0.0
MYJ,Matsuyama,Japan,33.8272,132.7,25.0,9.0,U,0.0
NGS,Nagasaki,Japan,32.9169,129.914,15.0,9.0,U,0.0
OIM,Oshima,Japan,34.782,139.36,130.0,9.0,U,0.0
OIR,Okushiri,Japan,42.0717,139.433,161.0,9.0,U,0.0
OIT,Oita,Japan,33.4794,131.737,19.0,9.0,U,0.0
OKD,Sapporo,Japan,43.1161,141.38,25.0,9.0,U,0.0
OKI,Oki Island,Japan,36.1811,133.325,311.0,9.0,U,0.0
OKJ,Okayama,Japan,34.7569,133.855,806.0,9.0,U,0.0
ONJ,Odate Noshiro,Japan,40.1919,140.371,292.0,9.0,U,0.0
RIS,Rishiri Island,Japan,45.242,141.186,112.0,9.0,U,0.0
RNJ,Yoron,Japan,27.044,128.402,52.0,9.0,U,0.0
SHB,Nakashibetsu,Japan,43.5775,144.96,234.0,9.0,U,0.0
SHM,Nanki-shirahama,Japan,33.6622,135.364,298.0,9.0,U,0.0
SYO,Shonai,Japan,38.8122,139.787,86.0,9.0,U,0.0
TAK,Takamatsu,Japan,34.2142,134.016,607.0,9.0,U,0.0
TKN,Tokunoshima,Japan,27.8364,128.881,17.0,9.0,U,0.0
TKS,Tokushima,Japan,34.1328,134.607,26.0,9.0,U,0.0
TNE,Tanegashima,Japan,30.6051,130.991,768.0,9.0,U,0.0
TOY,Toyama,Japan,36.6483,137.188,95.0,9.0,U,0.0
UEO,Kumejima,Japan,26.3635,126.714,23.0,9.0,U,0.0
FSZ,Shizuoka,Japan,34.7961,138.189,433.0,9.0,N,0.0
CEN,Ciudad Obregon,Mexico,27.3926,-109.833,205.0,-7.0,S,0.0
CJS,Ciudad Juarez,Mexico,31.6361,-106.429,3904.0,-6.0,S,0.0
CME,Ciudad Del Carmen,Mexico,18.6537,-91.799,10.0,-6.0,S,0.0
CVM,Ciudad Victoria,Mexico,23.7033,-98.9565,761.0,-6.0,S,0.0
LZC,Lazard Cardenas,Mexico,18.0017,-102.221,39.0,-6.0,S,0.0
MEX,Mexico City,Mexico,19.4363,-99.0721,7316.0,-6.0,S,0.0
PAZ,Poza Rico,Mexico,20.6027,-97.4608,497.0,-6.0,S,0.0
SJD,San Jose Del Cabo,Mexico,23.1518,-109.721,374.0,-7.0,S,0.0
TLC,Toluca,Mexico,19.3371,-99.566,8466.0,-6.0,S,0.0
CGM,Camiguin,Philippines,9.25352,124.707,53.0,8.0,N,0.0
CYZ,Cauayan,Philippines,16.9299,121.753,200.0,8.0,N,0.0
KLO,Kalibo,Philippines,11.6794,122.376,14.0,8.0,N,0.0
LGP,Legazpi,Philippines,13.1571,123.746,66.0,8.0,N,0.0
MBT,Masbate,Philippines,12.3694,123.629,26.0,8.0,N,0.0
RXS,Roxas City,Philippines,11.5977,122.752,10.0,8.0,N,0.0
TBH,Romblon,Philippines,12.311,122.085,10.0,8.0,N,0.0
USU,Busuanga,Philippines,12.1215,120.1,148.0,8.0,N,0.0
VRC,Virac,Philippines,13.5764,124.206,121.0,8.0,N,0.0
GES,General Santos City,Philippines,6.10644,125.235,28.0,8.0,N,0.0
ABK,Kabri Dehar,Ethiopia,6.734,44.253,1800.0,3.0,U,0.0
ADD,Addis Ababa,Ethiopia,8.97789,38.7993,7656.0,3.0,U,0.0
AMH,Arba Minch,Ethiopia,6.03939,37.5905,3895.0,3.0,U,0.0
